Precipitation,Temp_Max,Temp_Min,Wind,Year,Month,Day,Weather
0,13.9,10.6,5.9,2013,4,27,sun
1,15,9.4,5.2,2013,4,28,rain
3.8,13.9,6.7,4.2,2013,4,29,rain
0,12.8,4.4,2.4,2013,4,30,sun
0,18.3,3.3,3.1,2013,5,1,sun
0,20.6,6.7,4,2013,5,2,sun
0,21.7,9.4,4.9,2013,5,3,sun
0,25,11.1,6.5,2013,5,4,sun
0,28.9,11.7,5.3,2013,5,5,sun
0,30.6,12.2,2,2013,5,6,sun
0,20.6,11.1,3.3,2013,5,7,sun
0,19.4,11.1,1.9,2013,5,8,sun
0,22.8,10,1.3,2013,5,9,sun
0,26.1,9.4,1,2013,5,10,sun
0,27.2,12.2,2.6,2013,5,11,sun
6.6,21.7,13.9,3.9,2013,5,12,rain
3.3,18.9,9.4,5,2013,5,13,rain
0,18.3,7.8,2.4,2013,5,14,sun
1,17.2,8.9,2.3,2013,5,15,rain
0,21.7,12.2,2.7,2013,5,16,fog
0.5,17.2,11.7,3.7,2013,5,17,rain
0,16.7,11.1,2.9,2013,5,18,sun
0,18.3,10.6,2.3,2013,5,19,sun
0,19.4,9.4,1.8,2013,5,20,sun
13.7,15.6,8.3,4.8,2013,5,21,rain
13.7,11.1,7.2,3,2013,5,22,rain
4.1,12.2,6.7,1.9,2013,5,23,rain
0.3,16.7,8.9,2.7,2013,5,24,rain
0,17.8,10,2.7,2013,5,25,sun
1.5,18.3,10.6,2.2,2013,5,26,rain
9.7,16.7,11.1,3.1,2013,5,27,rain
0.5,17.2,11.7,2.8,2013,5,28,rain
5.6,16.1,9.4,4,2013,5,29,rain
0,16.7,9.4,5.3,2013,5,30,sun
0,19.4,11.1,2.5,2013,5,31,sun
0,22.8,12.2,2.5,2013,6,1,sun
1,20.6,12.2,3.1,2013,6,2,rain
0,22.2,11.1,2.9,2013,6,3,sun
0,26.1,12.2,3.4,2013,6,4,sun
0,26.7,14.4,3.1,2013,6,5,sun
0,26.7,12.2,2.5,2013,6,6,sun
0,21.7,13.3,3.2,2013,6,7,sun
0,20.6,12.8,3.1,2013,6,8,sun
0,20.6,11.1,3.7,2013,6,9,sun
0,21.7,11.7,3.2,2013,6,10,sun
0,20,10,5.7,2013,6,11,sun
0.3,20.6,11.7,4.2,2013,6,12,rain
0,21.1,11.7,2.6,2013,6,13,sun
0,20,12.2,3.7,2013,6,14,sun
0,25.6,10,2.9,2013,6,15,sun
0,23.9,12.8,3.4,2013,6,16,sun
0,25.6,13.9,3,2013,6,17,sun
0.3,23.3,13.3,3.4,2013,6,18,rain
0,20,12.8,3.7,2013,6,19,sun
3,17.2,12.8,5,2013,6,20,rain
0.3,20.6,12.2,1.5,2013,6,21,rain
0,25.6,11.7,1.7,2013,6,22,sun
7.9,22.2,15,2.1,2013,6,23,rain
4.8,21.1,13.9,3.7,2013,6,24,rain
9.9,23.3,14.4,2.8,2013,6,25,rain
2,22.2,15,2.3,2013,6,26,rain
3.6,21.1,16.7,1.3,2013,6,27,rain
0,30.6,16.1,2.2,2013,6,28,sun
0,30,18.3,1.7,2013,6,29,sun
0,33.9,17.2,2.5,2013,6,30,sun
0,31.7,18.3,2.3,2013,7,1,sun
0,28.3,15.6,3,2013,7,2,sun
0,26.1,16.7,3.2,2013,7,3,sun
0,21.7,13.9,2.2,2013,7,4,fog
0,23.3,13.9,2.6,2013,7,5,sun
0,26.1,13.3,2.2,2013,7,6,sun
0,23.9,13.9,2.9,2013,7,7,sun
0,26.7,13.3,2.8,2013,7,8,sun
0,30,15,2.5,2013,7,9,sun
0,22.2,13.9,2.6,2013,7,10,sun
0,22.8,12.2,3,2013,7,11,sun
0,19.4,13.3,2.2,2013,7,12,sun
0,26.1,11.1,3.1,2013,7,13,sun
0,27.8,12.8,3,2013,7,14,sun
0,27.8,14.4,4.6,2013,7,15,sun
0,31.1,18.3,4.1,2013,7,16,sun
0,22.2,15,3.7,2013,7,17,sun
0,26.1,13.9,2,2013,7,18,sun
0,27.8,13.3,1.9,2013,7,19,sun
0,25,13.3,2,2013,7,20,sun
0,23.9,12.8,2.3,2013,7,21,sun
0,26.1,13.3,2.4,2013,7,22,fog
0,31.1,13.9,3,2013,7,23,sun
0,31.1,14.4,2.5,2013,7,24,sun
0,31.1,12.8,2.3,2013,7,25,sun
0,31.1,14.4,2.9,2013,7,26,sun
0,25.6,12.8,2.6,2013,7,27,sun
0,21.1,12.2,3.4,2013,7,28,fog
0,25,13.3,1.4,2013,7,29,sun
0,25,13.3,2.8,2013,7,30,sun
0,21.7,13.3,1.8,2013,7,31,sun
0,20.6,13.3,3.9,2013,8,1,sun
2,17.2,15,2,2013,8,2,rain
0,25,15.6,2.4,2013,8,3,fog
0,28.9,15,3.4,2013,8,4,sun
0,30,15,2.1,2013,8,5,sun
0,30.6,13.9,1.4,2013,8,6,sun
0,31.1,13.9,1.9,2013,8,7,sun
0,28.3,14.4,2.5,2013,8,8,sun
0,28.3,14.4,2.1,2013,8,9,sun
2.3,25.6,15,2.9,2013,8,10,rain
0,25,14.4,2.9,2013,8,11,sun
0,25.6,16.1,1.9,2013,8,12,sun
0,27.8,15,1.8,2013,8,13,sun
0.8,27.2,15,2,2013,8,14,rain
1.8,21.1,17.2,1,2013,8,15,rain
0,28.9,16.1,2.2,2013,8,16,fog
0,25.6,17.2,3,2013,8,17,sun
0,26.1,15.6,3.1,2013,8,18,sun
0,26.7,15.6,3,2013,8,19,sun
0,25.6,16.1,4.6,2013,8,20,sun
0,27.8,15,4.3,2013,8,21,sun
0,28.9,15,1.9,2013,8,22,sun
0,25,16.1,4.1,2013,8,23,sun
0,25,16.7,2.7,2013,8,24,sun
0.3,22.2,16.1,2.6,2013,8,25,rain
1,24.4,16.1,1.9,2013,8,26,rain
1.3,26.7,17.2,1.4,2013,8,27,rain
5.6,26.7,15.6,1.3,2013,8,28,rain
19.3,23.9,18.3,3,2013,8,29,rain
0,26.1,16.1,2.9,2013,8,30,sun
0,27.8,13.9,2.6,2013,8,31,sun
0,27.8,15.6,2.5,2013,9,1,sun
0,27.8,17.2,2.1,2013,9,2,sun
2.3,25,16.7,1.7,2013,9,3,rain
0.3,22.8,16.1,2.4,2013,9,4,rain
27.7,20,15.6,2.5,2013,9,5,rain
21.3,21.7,16.1,2.6,2013,9,6,rain
0,23.3,17.2,2,2013,9,7,sun
0,26.7,14.4,1.5,2013,9,8,fog
0,26.1,13.9,2.1,2013,9,9,sun
0,26.7,15,3.7,2013,9,10,sun
0,33.9,16.1,2.4,2013,9,11,sun
0,25.6,15,1.7,2013,9,12,sun
0,18.9,15.6,2,2013,9,13,sun
0,21.7,15.6,1.4,2013,9,14,fog
3.3,18.9,14.4,2.2,2013,9,15,rain
0.3,21.7,15,4.3,2013,9,16,rain
0,17.8,13.9,2.3,2013,9,17,sun
0,21.1,13.3,2.5,2013,9,18,sun
0,25.6,10,1.5,2013,9,19,sun
3.6,23.3,13.3,3,2013,9,20,rain
0,21.1,13.3,2.5,2013,9,21,sun
13.5,17.2,13.3,5.5,2013,9,22,rain
2.8,16.1,11.1,4.5,2013,9,23,rain
0,17.8,10,2.6,2013,9,24,sun
2,16.1,9.4,3,2013,9,25,rain
0,17.2,7.2,2.2,2013,9,26,sun
1,13.9,10.6,4.3,2013,9,27,rain
43.4,16.7,11.7,6,2013,9,28,rain
16.8,14.4,11.1,7.1,2013,9,29,rain
18.5,13.9,10,6.3,2013,9,30,rain
7.9,14.4,8.9,4.7,2013,10,1,rain
5.3,12.8,9.4,2.4,2013,10,2,rain
0.8,14.4,8.9,0.9,2013,10,3,rain
0,17.8,5.6,1.1,2013,10,4,sun
0,20,8.3,1.6,2013,10,5,sun
4.1,22.8,7.8,2.6,2013,10,6,rain
0.5,16.1,11.7,6.3,2013,10,7,rain
6.9,13.9,7.8,3,2013,10,8,rain
0,15,5.6,1.6,2013,10,9,sun
1,14.4,8.3,1.7,2013,10,10,rain
9.1,13.9,10.6,1,2013,10,11,rain
1,14.4,8.9,2.2,2013,10,12,rain
0,15,6.7,1.8,2013,10,13,fog
0,15.6,3.9,1.6,2013,10,14,sun
0,15.6,5,0.9,2013,10,15,sun
0,12.8,8.9,2.7,2013,10,16,fog
0,14.4,8.9,1.7,2013,10,17,fog
0,12.8,7.2,1.2,2013,10,18,sun
0,10.6,7.8,1.4,2013,10,19,sun
0,10.6,7.8,2.4,2013,10,20,sun
0,11.7,8.3,2.5,2013,10,21,sun
0,14.4,7.2,1.9,2013,10,22,sun
0,12.8,6.1,0.4,2013,10,23,sun
0,10,6.1,0.6,2013,10,24,sun
0,12.2,7.8,1.8,2013,10,25,sun
0,11.7,8.3,2.7,2013,10,26,sun
1.8,13.9,8.3,4.4,2013,10,27,rain
0,14.4,7.2,5.1,2013,10,28,sun
0,13.3,3.3,2.2,2013,10,29,sun
0.5,15,5.6,3.9,2013,10,30,rain
0.3,14.4,10.6,2.2,2013,10,31,rain
1.3,17.8,11.7,1.4,2013,11,1,rain
12.7,14.4,8.3,7.9,2013,11,2,rain
0.5,12.2,4.4,2.4,2013,11,3,rain
0,10.6,3.9,1.6,2013,11,4,drizzle
2.5,13.3,7.2,3.1,2013,11,5,rain
3.8,12.8,7.8,1.7,2013,11,6,rain
30,11.1,10,7.2,2013,11,7,rain
0,13.3,7.2,4.1,2013,11,8,sun
1.8,11.1,5,1.4,2013,11,9,rain
0,11.1,8.3,4.4,2013,11,10,sun
0,16.1,6.1,2.6,2013,11,11,fog
4.1,15.6,8.9,2.2,2013,11,12,rain
0,13.9,10.6,3.8,2013,11,13,sun
1.3,11.1,6.1,1.1,2013,11,14,rain
3,10.6,7.2,6,2013,11,15,rain
0,10,5,4.6,2013,11,16,sun
5.3,11.7,7.2,5.4,2013,11,17,rain
26.2,12.8,9.4,3.9,2013,11,18,rain
1,13.3,4.4,5.1,2013,11,19,rain
0,7.8,1.7,4.3,2013,11,20,sun
0,7.8,-0.5,3.6,2013,11,21,sun
0,9.4,0,4.6,2013,11,22,sun
0,11.1,1.1,2.6,2013,11,23,sun
0,11.7,0.6,0.9,2013,11,24,fog
0,12.2,2.2,0.5,2013,11,25,sun
0,12.2,2.8,1,2013,11,26,sun
0,14.4,5.6,1.3,2013,11,27,sun
0,11.7,3.3,0.7,2013,11,28,sun
0.5,9.4,5,2.1,2013,11,29,rain
2.3,11.1,7.2,3.9,2013,11,30,rain
3,13.3,7.8,8.8,2013,12,1,rain
4.6,7.8,1.7,3.5,2013,12,2,rain
0,5,-0.5,5.6,2013,12,3,sun
0,4.4,-2.1,1.6,2013,12,4,sun
0,1.1,-4.9,2.6,2013,12,5,sun
0,1.1,-4.3,4.7,2013,12,6,sun
0,0,-7.1,3.1,2013,12,7,sun
0,2.2,-6.6,2.2,2013,12,8,sun
0,1.1,-4.9,1.3,2013,12,9,sun
0,5.6,0.6,1.5,2013,12,10,sun
0,5,-1.6,0.8,2013,12,11,sun
6.9,5.6,-0.5,2.3,2013,12,12,rain
0.5,9.4,5.6,2.9,2013,12,13,rain
0,9.4,6.1,3.7,2013,12,14,sun
1.3,11.7,8.3,3.9,2013,12,15,rain
0.3,10,4.4,1,2013,12,16,rain
0,8.3,4.4,2.7,2013,12,17,sun
1.3,7.8,2.2,2.8,2013,12,18,rain
0,5,0,2.1,2013,12,19,sun
5.6,8.3,0.6,3.7,2013,12,20,snow
5.6,8.9,5.6,2.3,2013,12,21,rain
10.7,10.6,8.3,4,2013,12,22,rain
1.5,11.7,6.1,5.9,2013,12,23,rain
0,8.3,2.8,1.7,2013,12,24,sun
0,6.7,1.7,0.8,2013,12,25,sun
0,6.7,0.6,0.5,2013,12,26,sun
0.3,8.9,0,2.1,2013,12,27,rain
0,9.4,3.3,1.3,2013,12,28,sun
0,7.2,1.7,1.1,2013,12,29,sun
0.3,8.9,4.4,2.6,2013,12,30,rain
0.5,8.3,5,1.7,2013,12,31,rain
0,7.2,3.3,1.2,2014,1,1,sun
4.1,10.6,6.1,3.2,2014,1,2,rain
1.5,8.9,2.8,2.6,2014,1,3,rain
0,7.8,0.6,2.7,2014,1,4,fog
0,8.3,-0.5,3.7,2014,1,5,sun
0.3,7.8,-0.5,2.6,2014,1,6,rain
12.2,8.3,5,1.6,2014,1,7,rain
9.7,10,7.2,4.6,2014,1,8,rain
5.8,9.4,5.6,6.3,2014,1,9,rain
4.3,12.8,8.3,7,2014,1,10,rain
21.3,14.4,7.2,8.8,2014,1,11,rain
1.5,11.1,5.6,8.1,2014,1,12,rain
0,10.6,10,7.1,2014,1,13,sun
0,11.1,7.2,1.3,2014,1,14,sun
0,11.1,5.6,2.5,2014,1,15,sun
0,6.7,4.4,2.7,2014,1,16,sun
0,5.6,2.8,2.3,2014,1,17,sun
0,9.4,0.6,2.2,2014,1,18,sun
0,6.1,3.3,2.5,2014,1,19,sun
0,10,2.8,2.2,2014,1,20,sun
0,10,1.7,1.5,2014,1,21,sun
0.5,9.4,5.6,2.6,2014,1,22,rain
0,10,2.8,5.2,2014,1,23,fog
0,12.8,1.1,1.9,2014,1,24,sun
0,12.2,1.1,0.8,2014,1,25,sun
0,8.3,0.6,1.3,2014,1,26,sun
0,9.4,1.7,1.3,2014,1,27,sun
8.9,11.1,6.1,1.6,2014,1,28,rain
21.6,11.1,7.2,3.4,2014,1,29,rain
0,8.3,6.1,6.4,2014,1,30,sun
2.3,7.8,5.6,2.6,2014,1,31,rain
2,7.8,2.8,0.8,2014,2,1,rain
0,8.9,1.1,2.5,2014,2,2,sun
0,5,0,4.3,2014,2,3,sun
0,2.8,-2.1,4.7,2014,2,4,sun
0,-0.5,-5.5,6.6,2014,2,5,sun
0,-1.6,-6,4.5,2014,2,6,sun
0,3.3,-4.9,4.2,2014,2,7,sun
5.1,5.6,-0.5,4.6,2014,2,8,snow
0.5,3.9,0,2.4,2014,2,9,rain
18.3,10,2.2,4.7,2014,2,10,rain
17,12.2,5.6,3.8,2014,2,11,rain
4.6,12.2,7.2,6.4,2014,2,12,rain
1.8,12.8,7.8,6.3,2014,2,13,rain
9.4,11.7,6.1,6.4,2014,2,14,rain
11.7,11.1,5,5.1,2014,2,15,rain
26.4,9.4,3.9,7.9,2014,2,16,rain
14.5,8.3,4.4,5.5,2014,2,17,rain
15.2,8.9,5,6.2,2014,2,18,rain
1,8.3,3.9,6,2014,2,19,rain
3,10,5.6,6.9,2014,2,20,rain
2.8,6.7,3.9,2.9,2014,2,21,rain
2.5,5.6,2.8,3.1,2014,2,22,rain
6.1,7.2,3.9,2.6,2014,2,23,rain
13,6.7,3.3,3.2,2014,2,24,rain
0.3,12.2,3.9,4.5,2014,2,25,rain
0,13.9,5.6,2.5,2014,2,26,sun
0,12.8,4.4,2.3,2014,2,27,sun
0,14.4,4.4,5.9,2014,2,28,sun
0.5,7.2,4.4,4.7,2014,3,1,rain
19.1,11.1,2.8,5.7,2014,3,2,rain
10.7,14.4,8.9,5.1,2014,3,3,rain
16.5,13.9,7.8,3.9,2014,3,4,rain
46.7,15.6,10.6,3.9,2014,3,5,rain
3,13.3,10,6.2,2014,3,6,rain
0,15.6,8.9,4.2,2014,3,7,sun
32.3,12.8,6.7,2.7,2014,3,8,rain
4.3,15,9.4,4.3,2014,3,9,rain
18.8,12.2,6.1,2.2,2014,3,10,rain
0,14.4,4.4,2.3,2014,3,11,fog
0,16.1,3.3,1.9,2014,3,12,fog
0.5,13.9,5,2.5,2014,3,13,rain
6.9,14.4,8.3,6.1,2014,3,14,rain
8.1,16.7,4.4,3,2014,3,15,rain
27.7,10.6,4.4,3.8,2014,3,16,rain
0.3,10,2.8,3.2,2014,3,17,rain
0,10,3.3,1.6,2014,3,18,sun
0.5,11.1,3.3,5.1,2014,3,19,rain
0,11.1,1.7,3,2014,3,20,sun
0,10.6,2.8,3.8,2014,3,21,sun
0,11.1,1.1,1.8,2014,3,22,sun
0,12.8,4.4,3.3,2014,3,23,sun
0,18.9,2.8,2.2,2014,3,24,sun
4.1,13.9,6.7,4.4,2014,3,25,rain
3.6,11.1,5.6,2.4,2014,3,26,rain
0.3,12.2,6.7,2.8,2014,3,27,rain
22.1,11.7,7.2,3.9,2014,3,28,rain
14,11.7,7.2,5.1,2014,3,29,rain
0,11.1,5,5.1,2014,3,30,sun
0,15.6,2.2,3.8,2014,3,31,sun
0,14.4,6.7,2.8,2014,4,1,sun
0,14.4,5.6,4.2,2014,4,2,sun
2.5,13.3,6.1,3.9,2014,4,3,rain
0,12.8,6.1,4.7,2014,4,4,sun
4.6,11.7,7.8,4.3,2014,4,5,rain
0,13.9,8.3,2.6,2014,4,6,sun
0,21.1,9.4,2.5,2014,4,7,sun
4.6,15.6,8.3,4.2,2014,4,8,rain
0,14.4,6.7,2.9,2014,4,9,sun
0,15,6.7,3.6,2014,4,10,sun
0,17.2,5,2.8,2014,4,11,sun
0,16.1,7.8,4.4,2014,4,12,sun
0,20.6,5.6,3.1,2014,4,13,sun
0,20,5.6,2.6,2014,4,14,sun
0.5,14.4,7.8,4,2014,4,15,rain
10.9,11.1,8.9,4.6,2014,4,16,rain
18.5,11.7,7.2,4.7,2014,4,17,rain
0,14.4,5.6,3.8,2014,4,18,sun
13.7,11.7,5.6,4.7,2014,4,19,rain
0,15.6,5.6,2.7,2014,4,20,sun
5.1,17.2,7.8,2.5,2014,4,21,rain
14.2,12.2,5,4.2,2014,4,22,rain
8.9,11.7,6.1,5,2014,4,23,rain
12.4,13.9,6.1,5.3,2014,4,24,rain
0,14.4,5.6,2.3,2014,4,25,sun
3.3,15,5.6,3.9,2014,4,26,rain
6.9,11.1,6.1,5.8,2014,4,27,rain
0,16.1,4.4,2.6,2014,4,28,sun
0,25,9.4,2.3,2014,4,29,sun
0,27.8,9.4,3.9,2014,4,30,sun
0,29.4,11.1,3,2014,5,1,sun
0,18.3,10.6,4.7,2014,5,2,sun
33.3,15,8.9,3.4,2014,5,3,rain
16,14.4,8.9,4.2,2014,5,4,rain
5.1,15.6,9.4,3.8,2014,5,5,rain
0,16.7,8.3,2.6,2014,5,6,sun
0,18.3,7.2,1.7,2014,5,7,sun
13.7,13.9,9.4,3.4,2014,5,8,rain
2,13.3,7.2,5.6,2014,5,9,rain
0.5,15.6,7.2,2.1,2014,5,10,rain
0,18.9,8.3,1.7,2014,5,11,sun
0,24.4,9.4,2.7,2014,5,12,sun
0,26.7,12.8,3.8,2014,5,13,sun
0,27.8,13.3,3.3,2014,5,14,sun
0,26.7,12.8,3,2014,5,15,sun
0,20,11.7,4.1,2014,5,16,sun
0,20,11.7,3.2,2014,5,17,sun
0,20,10.6,3.2,2014,5,18,sun
0,21.1,10,2.2,2014,5,19,sun
0,22.2,10,2.7,2014,5,20,sun
0,20,10.6,1.7,2014,5,21,sun
0,24.4,11.7,2.5,2014,5,22,sun
3.8,20,12.8,4,2014,5,23,rain
0,18.3,11.1,2.4,2014,5,24,sun
5.6,15,10.6,1.4,2014,5,25,rain
0,18.3,11.1,4.5,2014,5,26,sun
0,20,10,2.5,2014,5,27,sun
0,18.9,10,3.4,2014,5,28,sun
0,18.9,11.1,4.3,2014,5,29,sun
0,20.6,8.9,4.5,2014,5,30,sun
0,23.3,10,2.2,2014,5,31,sun
0,22.2,10.6,2.3,2014,6,1,sun
0,23.3,11.1,2.4,2014,6,2,sun
0,18.3,11.1,3.2,2014,6,3,sun
0,19.4,10,2.6,2014,6,4,sun
0,22.2,10,2.4,2014,6,5,sun
0,25,10.6,3.2,2014,6,6,sun
0,24.4,13.3,3.1,2014,6,7,sun
0,23.3,12.2,2.1,2014,6,8,sun
0,21.1,13.3,3.6,2014,6,9,sun
0,20,12.2,2.9,2014,6,10,sun
0,23.9,11.1,2.7,2014,6,11,sun
1.8,21.7,12.2,4,2014,6,12,rain
6.4,15.6,11.1,5,2014,6,13,rain
0,17.8,11.7,3.2,2014,6,14,sun
0.5,18.3,10,3.6,2014,6,15,rain
3.6,17.8,8.9,2.4,2014,6,16,rain
1.3,17.8,10,3,2014,6,17,rain
0,18.9,11.1,2.7,2014,6,18,sun
0.8,25.6,11.7,3.7,2014,6,19,rain
0.3,20,10,3.4,2014,6,20,rain
0,22.2,10.6,3.6,2014,6,21,sun
0,25,11.1,2.7,2014,6,22,sun
0,25,13.3,2.5,2014,6,23,sun
0,24.4,14.4,2.5,2014,6,24,sun
0,26.1,13.9,2.4,2014,6,25,sun
0,21.1,14.4,4.1,2014,6,26,sun
1.8,21.1,13.9,4.5,2014,6,27,rain
2.3,20,13.3,4.3,2014,6,28,rain
0,20.6,12.8,3.2,2014,6,29,sun
0,25.6,12.8,4.4,2014,6,30,sun
0,34.4,15.6,3.5,2014,7,1,sun
0,27.2,14.4,3.6,2014,7,2,sun
0,21.7,13.9,3.1,2014,7,3,sun
0,23.9,13.9,3.6,2014,7,4,sun
0,24.4,13.3,2.2,2014,7,5,fog
0,28.9,15,3,2014,7,6,sun
0,27.2,17.8,4.1,2014,7,7,fog
0,30,15.6,3.5,2014,7,8,sun
0,26.7,13.9,2.3,2014,7,9,sun
0,28.9,12.8,2.2,2014,7,10,fog
0,31.1,15,2.2,2014,7,11,sun
0,32.2,16.7,2.2,2014,7,12,sun
0,29.4,15,2.6,2014,7,13,sun
0,27.8,15,2.8,2014,7,14,sun
0,31.1,13.9,2.3,2014,7,15,sun
0,31.1,14.4,2.4,2014,7,16,sun
0,26.7,13.9,3.7,2014,7,17,sun
0,23.9,11.7,2.8,2014,7,18,sun
0,25.6,15,5.4,2014,7,19,fog
0,19.4,14.4,2.8,2014,7,20,sun
0,23.9,13.3,2.2,2014,7,21,sun
0.3,21.1,13.3,1.1,2014,7,22,rain
19.3,18.9,13.3,3.3,2014,7,23,rain
0,20.6,12.8,4.7,2014,7,24,sun
0,22.8,12.2,2.7,2014,7,25,sun
0,26.1,13.3,3.6,2014,7,26,sun
0,28.3,15,4.1,2014,7,27,sun
0,30.6,15,3.7,2014,7,28,sun
0,30,15.6,2.8,2014,7,29,sun
0,29.4,14.4,3.4,2014,7,30,sun
0,30.6,17.8,4.1,2014,7,31,sun
0,28.9,15,3.3,2014,8,1,sun
0.5,29.4,15.6,1.7,2014,8,2,rain
0,31.7,14.4,2.6,2014,8,3,sun
0,32.8,16.1,2.6,2014,8,4,sun
0,25,13.9,2.7,2014,8,5,sun
0,26.1,15,2.2,2014,8,6,fog
0,25.6,13.3,2.4,2014,8,7,fog
0,25.6,13.3,2.9,2014,8,8,sun
0,27.2,15.6,4.1,2014,8,9,sun
0,30.6,13.9,3.4,2014,8,10,sun
0.5,35.6,17.8,2.6,2014,8,11,rain
12.7,27.2,17.2,3.1,2014,8,12,rain
21.6,23.3,15,2.7,2014,8,13,rain
0,21.1,17.2,0.6,2014,8,14,sun
1,24.4,16.7,1.5,2014,8,15,rain
0,25.6,15.6,2.2,2014,8,16,sun
0,27.8,15,2.8,2014,8,17,sun
0,29.4,15.6,3.3,2014,8,18,sun
0,27.2,15.6,2.4,2014,8,19,sun
0,21.7,13.9,3.6,2014,8,20,sun
0,21.1,11.1,1.7,2014,8,21,sun
0,23.9,13.3,2.9,2014,8,22,sun
0,27.8,13.9,2,2014,8,23,sun
0,25,13.3,2.3,2014,8,24,sun
0,28.9,14.4,2,2014,8,25,sun
0,31.1,15.6,1.8,2014,8,26,sun
0,28.9,16.1,1.6,2014,8,27,sun
0,23.3,14.4,2.3,2014,8,28,sun
0,22.8,15,3.4,2014,8,29,sun
8.4,17.8,15,2.2,2014,8,30,rain
1.3,21.1,13.9,1.9,2014,8,31,rain
