Precipitation,Temp_Max,Temp_Min,Wind,Year,Month,Day,Weather
0,23.3,12.8,2.5,2014,9,1,sun
3,20,13.9,4.3,2014,9,2,rain
0,20.6,12.8,2.7,2014,9,3,sun
0,23.9,11.1,3.1,2014,9,4,fog
0,27.8,13.9,6.5,2014,9,5,fog
0,32.2,15,2.9,2014,9,6,sun
0,28.3,13.3,2.1,2014,9,7,sun
0,21.1,13.3,2.8,2014,9,8,sun
0,21.7,13.3,2.3,2014,9,9,sun
0,22.2,12.2,3.9,2014,9,10,sun
0,24.4,12.8,5.3,2014,9,11,sun
0,24.4,12.8,5.9,2014,9,12,sun
0,28.3,10,4.2,2014,9,13,sun
0,30,11.7,1.8,2014,9,14,sun
0,30.6,12.2,1.2,2014,9,15,sun
0,22.2,13.9,2.8,2014,9,16,sun
0.5,22.8,14.4,2.3,2014,9,17,rain
0.3,19.4,15,3.1,2014,9,18,rain
0,23.9,16.1,2.8,2014,9,19,sun
0,24.4,14.4,4.4,2014,9,20,fog
0,26.1,12.8,3,2014,9,21,sun
0.3,22.2,15,2.1,2014,9,22,rain
18.3,18.9,14.4,2.5,2014,9,23,rain
20.3,18.9,14.4,2.7,2014,9,24,rain
4.3,21.7,14.4,2.5,2014,9,25,rain
8.9,20,13.9,3.3,2014,9,26,rain
0,20.6,11.7,3.2,2014,9,27,fog
0,18.9,12.2,2,2014,9,28,fog
0.8,16.7,11.1,3.5,2014,9,29,rain
0,19.4,12.2,2.6,2014,9,30,sun
0,18.3,11.1,2.1,2014,10,1,sun
0,19.4,10,2,2014,10,2,sun
0,22.2,8.9,1,2014,10,3,sun
0,21.7,12.2,1.2,2014,10,4,sun
0,23.9,11.7,1.4,2014,10,5,fog
0,25.6,13.3,2.5,2014,10,6,fog
0,18.9,13.9,1,2014,10,7,fog
0,20.6,12.8,1.8,2014,10,8,fog
0,17.2,11.1,1,2014,10,9,fog
0.3,18.3,10,3.8,2014,10,10,rain
7.4,18.3,11.7,3.5,2014,10,11,rain
0,17.8,11.7,2.1,2014,10,12,sun
7.6,21.1,10,3.1,2014,10,13,rain
7.1,16.7,11.7,2.2,2014,10,14,rain
8.6,16.1,11.7,4.7,2014,10,15,rain
0,20.6,11.1,3.3,2014,10,16,sun
3.3,16.7,11.7,3,2014,10,17,rain
15,19.4,13.9,1.9,2014,10,18,rain
0,22.2,12.8,3.2,2014,10,19,sun
11.7,16.1,12.2,3.1,2014,10,20,rain
1,16.1,11.7,4.7,2014,10,21,rain
32,15.6,11.7,5,2014,10,22,rain
9.4,14.4,8.3,4.6,2014,10,23,rain
4.1,14.4,8.9,3.2,2014,10,24,rain
6.1,16.7,8.3,5.4,2014,10,25,rain
1.5,12.8,7.8,5,2014,10,26,rain
0.8,15.6,6.7,2.4,2014,10,27,rain
12.7,15,9.4,3.9,2014,10,28,rain
0.5,16.7,11.7,3.1,2014,10,29,rain
25.4,15.6,11.1,3.2,2014,10,30,rain
17,12.8,8.3,2,2014,10,31,rain
0,11.1,7.2,1.2,2014,11,1,fog
1.8,13.3,7.2,2.9,2014,11,2,rain
10.9,13.9,11.1,4.8,2014,11,3,rain
4.1,14.4,10.6,3.3,2014,11,4,rain
4.8,15,10.6,2.1,2014,11,5,rain
4.1,16.7,10.6,6.7,2014,11,6,rain
0,14.4,7.2,2.3,2014,11,7,sun
0,12.8,3.9,0.8,2014,11,8,fog
5.1,13.3,7.8,3,2014,11,9,rain
0,11.1,5.6,3.9,2014,11,10,sun
0,7.8,1.1,7.7,2014,11,11,sun
0,6.7,0,7.6,2014,11,12,sun
0,7.2,0.6,4.7,2014,11,13,sun
0,7.2,-2.1,4.5,2014,11,14,sun
0,8.3,-1.6,4.2,2014,11,15,sun
0,9.4,-2.1,4.2,2014,11,16,sun
0,10.6,-2.1,1.9,2014,11,17,sun
0,7.2,-0.5,0.9,2014,11,18,sun
0,11.1,2.2,1.9,2014,11,19,sun
3.6,11.1,5.6,2.1,2014,11,20,rain
15.2,11.1,8.3,4.7,2014,11,21,rain
0.5,9.4,6.7,4.7,2014,11,22,rain
11.9,12.8,5.6,5.1,2014,11,23,rain
1.3,11.7,4.4,3.8,2014,11,24,rain
18.3,13.9,9.4,4.5,2014,11,25,rain
0.3,15,12.2,3.9,2014,11,26,rain
3.3,14.4,11.7,6.6,2014,11,27,rain
34.3,12.8,3.3,5.8,2014,11,28,rain
3.6,4.4,-4.3,5.3,2014,11,29,snow
0,2.8,-4.9,4.4,2014,11,30,sun
0,4.4,-3.2,2.2,2014,12,1,sun
0,5.6,-3.2,5.7,2014,12,2,fog
0,10,0,3.6,2014,12,3,sun
0.8,8.3,3.9,1.1,2014,12,4,rain
3,12.8,6.7,3.1,2014,12,5,rain
7.4,11.7,7.8,3.6,2014,12,6,rain
0,14.4,6.1,2.8,2014,12,7,sun
9.1,14.4,8.9,4.2,2014,12,8,rain
9.9,16.1,10.6,5.1,2014,12,9,rain
13,18.9,10,6.7,2014,12,10,rain
6.9,14.4,8.3,6.4,2014,12,11,rain
0,11.1,7.2,3.7,2014,12,12,sun
0,10,3.9,1.1,2014,12,13,fog
0,12.8,1.7,3.5,2014,12,14,fog
0,12.2,6.7,5.9,2014,12,15,sun
0,10,8.3,4,2014,12,16,sun
2.8,8.9,6.1,1.6,2014,12,17,rain
13,9.4,6.7,3.1,2014,12,18,rain
3,11.1,7.2,4.3,2014,12,19,rain
19.6,12.8,6.7,5.5,2014,12,20,rain
0,12.8,10,5.2,2014,12,21,sun
0,10.6,6.1,1.5,2014,12,22,sun
20.6,12.2,5,3.8,2014,12,23,rain
5.3,7.2,3.9,1.8,2014,12,24,rain
0,7.8,2.8,2.2,2014,12,25,fog
0,5.6,1.7,1.2,2014,12,26,fog
3.3,9.4,4.4,4.9,2014,12,27,rain
4.1,6.7,2.8,1.8,2014,12,28,rain
0,6.1,0.6,4.3,2014,12,29,fog
0,3.3,-2.1,3.6,2014,12,30,sun
0,3.3,-2.7,3,2014,12,31,sun
0,5.6,-3.2,1.2,2015,1,1,sun
1.5,5.6,0,2.3,2015,1,2,rain
0,5,1.7,1.7,2015,1,3,fog
10.2,10.6,3.3,4.5,2015,1,4,rain
8.1,12.2,9.4,6.4,2015,1,5,rain
0,12.2,6.1,1.3,2015,1,6,fog
0,7.8,5.6,1.6,2015,1,7,fog
0,7.8,1.7,2.6,2015,1,8,fog
0.3,10,3.3,0.6,2015,1,9,rain
5.8,7.8,6.1,0.5,2015,1,10,rain
1.5,9.4,7.2,1.1,2015,1,11,rain
0,11.1,4.4,1.6,2015,1,12,fog
0,9.4,2.8,2.7,2015,1,13,fog
0,6.1,0.6,2.8,2015,1,14,fog
9.7,7.8,1.1,3.2,2015,1,15,rain
0,11.7,5.6,4.5,2015,1,16,fog
26.2,13.3,3.3,2.8,2015,1,17,rain
21.3,13.9,7.2,6.6,2015,1,18,rain
0.5,10,6.1,2.8,2015,1,19,rain
0,10,3.3,3,2015,1,20,fog
0,7.2,-0.5,1.3,2015,1,21,fog
0.8,9.4,6.1,1.3,2015,1,22,rain
5.8,12.2,8.3,2.6,2015,1,23,rain
0.5,14.4,11.1,3.3,2015,1,24,rain
0,17.2,7.2,1.4,2015,1,25,fog
0,16.1,6.1,2.2,2015,1,26,fog
0.8,11.1,8.3,2,2015,1,27,rain
0,12.2,5,1.8,2015,1,28,fog
0,12.2,3.3,2.9,2015,1,29,sun
0,8.3,1.1,0.8,2015,1,30,fog
0,7.2,3.3,1.9,2015,1,31,fog
1.5,9.4,4.4,2.6,2015,2,1,rain
7.4,11.1,5,4,2015,2,2,rain
1.3,10,5.6,1.9,2015,2,3,rain
8.4,10.6,4.4,1.7,2015,2,4,rain
26.2,13.3,8.3,4.6,2015,2,5,rain
17.3,14.4,10,4.5,2015,2,6,rain
23.6,12.2,9.4,4.6,2015,2,7,rain
3.6,15,8.3,3.9,2015,2,8,rain
6.1,13.3,8.3,2.5,2015,2,9,rain
0.3,12.8,8.3,4,2015,2,10,rain
0,12.8,5.6,1,2015,2,11,fog
1,16.7,9.4,2.1,2015,2,12,rain
0,15.6,6.7,1.7,2015,2,13,fog
0.3,14.4,6.7,2.9,2015,2,14,rain
0,12.2,3.9,4.8,2015,2,15,sun
0,15,5.6,6.6,2015,2,16,fog
0,16.1,4.4,4,2015,2,17,sun
0,12.2,4.4,2.6,2015,2,18,sun
4.6,10.6,8.3,2.2,2015,2,19,rain
0.8,11.1,7.2,0.9,2015,2,20,rain
0,12.2,5.6,4.5,2015,2,21,sun
0,11.7,3.3,4.2,2015,2,22,sun
0,12.8,0.6,1.4,2015,2,23,sun
0,11.1,2.2,1.5,2015,2,24,sun
4.1,10,6.7,1,2015,2,25,rain
9.4,11.7,7.8,1.4,2015,2,26,rain
18.3,10,6.7,4,2015,2,27,rain
0,12.2,3.3,5.1,2015,2,28,sun
0,11.1,1.1,2.2,2015,3,1,sun
0,11.1,4.4,4.8,2015,3,2,sun
0,10.6,0,2.1,2015,3,3,sun
0,12.8,-0.5,1.8,2015,3,4,sun
0,13.3,2.8,1.3,2015,3,5,sun
0,15,3.3,1.4,2015,3,6,sun
0,16.7,3.9,2.7,2015,3,7,fog
0,17.2,3.9,1.7,2015,3,8,fog
0,14.4,4.4,1.8,2015,3,9,fog
0.8,13.3,5,2.6,2015,3,10,rain
2.5,14.4,8.9,3.1,2015,3,11,rain
0,17.8,9.4,3.2,2015,3,12,sun
2,17.2,7.8,2.2,2015,3,13,rain
17,13.9,9.4,3.8,2015,3,14,rain
55.9,10.6,6.1,4.2,2015,3,15,rain
1,13.9,6.1,3,2015,3,16,rain
0.8,13.3,4.4,2.6,2015,3,17,rain
0,15.6,7.2,2.5,2015,3,18,sun
0,15.6,8.3,1.9,2015,3,19,sun
4.1,13.9,8.9,1.9,2015,3,20,rain
3.8,13.3,8.3,4.7,2015,3,21,rain
1,11.7,6.1,2.3,2015,3,22,rain
8.1,11.1,5.6,2.8,2015,3,23,rain
7.6,12.8,6.1,3.9,2015,3,24,rain
5.1,14.4,7.2,4.4,2015,3,25,rain
0,20.6,10,2.2,2015,3,26,sun
1,18.3,8.9,4,2015,3,27,rain
0,15.6,9.4,5.7,2015,3,28,sun
0,15.6,8.9,3,2015,3,29,sun
1.8,17.8,10.6,2.9,2015,3,30,rain
1,12.8,6.1,4.2,2015,3,31,rain
5.1,12.8,5.6,3.2,2015,4,1,rain
0,13.3,5.6,2.4,2015,4,2,sun
1.5,11.1,5,3.6,2015,4,3,rain
0,12.8,3.9,1.7,2015,4,4,sun
0,16.7,2.8,2.4,2015,4,5,sun
1,13.9,6.7,3.5,2015,4,6,rain
0.5,14.4,6.7,3.9,2015,4,7,rain
0,17.2,6.1,1.7,2015,4,8,sun
0,17.2,6.1,2.3,2015,4,9,sun
10.9,13.9,7.8,4.6,2015,4,10,rain
0,11.7,5.6,6.5,2015,4,11,sun
0,13.3,5.6,3.6,2015,4,12,sun
14,11.7,3.9,3.6,2015,4,13,rain
3.3,11.7,2.8,3.3,2015,4,14,rain
0,13.9,3.3,2.4,2015,4,15,sun
0,17.8,3.9,3.1,2015,4,16,sun
0,18.9,6.1,3.6,2015,4,17,sun
0,18.9,8.3,3.9,2015,4,18,sun
0,21.1,8.3,3.6,2015,4,19,sun
0,22.8,7.8,2.6,2015,4,20,sun
5.6,17.2,6.7,3.4,2015,4,21,rain
0,15.6,5,2.3,2015,4,22,sun
3,12.2,6.7,4.1,2015,4,23,rain
3.3,12.2,6.1,5,2015,4,24,rain
1.3,13.3,5.6,3,2015,4,25,rain
0,15.6,4.4,2.7,2015,4,26,fog
0.3,25,10.6,2.3,2015,4,27,rain
1.8,15.6,8.9,4.3,2015,4,28,rain
0,16.1,7.2,4.7,2015,4,29,sun
0,17.2,7.8,2.1,2015,4,30,sun
0,18.3,8.9,3.7,2015,5,1,sun
0,18.3,7.8,3.7,2015,5,2,sun
0,20.6,7.8,2.6,2015,5,3,sun
0,17.2,7.2,5.2,2015,5,4,sun
6.1,14.4,7.2,5.1,2015,5,5,rain
0,16.7,7.2,2.6,2015,5,6,fog
0,20.6,6.1,3,2015,5,7,sun
0,23.9,8.3,3,2015,5,8,sun
0,26.7,9.4,2.6,2015,5,9,sun
0,19.4,11.1,2.8,2015,5,10,sun
0,13.9,10,2.5,2015,5,11,fog
4.3,15.6,10.6,3.3,2015,5,12,rain
4.1,12.2,10,2.8,2015,5,13,rain
0.3,17.8,9.4,2,2015,5,14,rain
0,20,9.4,2.8,2015,5,15,fog
0,15.6,11.1,3,2015,5,16,sun
0,19.4,10.6,2.1,2015,5,17,sun
0,25.6,12.2,3,2015,5,18,sun
0,21.7,11.7,2.6,2015,5,19,sun
0,23.3,10.6,1.8,2015,5,20,fog
0,25.6,11.7,2.1,2015,5,21,sun
0,16.7,11.7,3.7,2015,5,22,sun
0,16.1,11.7,2.6,2015,5,23,sun
0,17.8,11.1,2.7,2015,5,24,sun
0,15.6,11.1,2.7,2015,5,25,sun
0,21.7,11.7,2.1,2015,5,26,sun
0,24.4,11.7,1.8,2015,5,27,sun
0,27.8,12.2,2.1,2015,5,28,sun
0,26.1,12.8,2.5,2015,5,29,sun
0,22.8,10,2.5,2015,5,30,sun
0,25,11.7,2.2,2015,5,31,sun
4.6,16.1,11.7,3.4,2015,6,1,rain
0.5,17.8,12.8,5,2015,6,2,rain
0,20,11.7,3,2015,6,3,sun
0,22.8,11.7,3.9,2015,6,4,sun
0,26.7,12.8,4.3,2015,6,5,sun
0,29.4,13.3,2.6,2015,6,6,sun
0,31.1,15.6,3.2,2015,6,7,sun
0,30.6,14.4,3.5,2015,6,8,sun
0,28.9,14.4,2.7,2015,6,9,sun
0,25.6,11.1,3,2015,6,10,sun
0,24.4,11.1,3.5,2015,6,11,sun
0,20,11.7,2.3,2015,6,12,sun
0,23.9,9.4,2.6,2015,6,13,sun
0,27.8,11.7,3.7,2015,6,14,sun
0,30,16.1,3.5,2015,6,15,drizzle
0,22.8,11.1,3,2015,6,16,sun
0,25,11.1,3.1,2015,6,17,sun
0,24.4,13.9,3,2015,6,18,sun
0.5,23.9,13.3,3.2,2015,6,19,rain
0,25,12.8,4.3,2015,6,20,sun
0,25.6,13.9,3.4,2015,6,21,sun
0,25,12.8,2.4,2015,6,22,sun
0,26.1,11.7,2.4,2015,6,23,sun
0,25.6,16.1,2.6,2015,6,24,sun
0,30.6,15.6,3,2015,6,25,sun
0,31.7,17.8,4.7,2015,6,26,sun
0,33.3,17.2,3.9,2015,6,27,sun
0.3,28.3,18.3,2.1,2015,6,28,rain
0,28.9,17.2,2.7,2015,6,29,sun
0,30.6,15,3.4,2015,6,30,fog
0,32.2,17.2,4.3,2015,7,1,sun
0,33.9,17.8,3.4,2015,7,2,sun
0,33.3,17.8,2.6,2015,7,3,sun
0,33.3,15,2.9,2015,7,4,sun
0,32.8,16.7,2.1,2015,7,5,sun
0,29.4,15.6,3.2,2015,7,6,drizzle
0,27.2,13.9,2.4,2015,7,7,sun
0,30,14.4,1.9,2015,7,8,drizzle
0,28.9,14.4,3.4,2015,7,9,sun
0,21.1,16.7,3.7,2015,7,10,sun
0,22.2,16.7,3,2015,7,11,sun
0,26.1,16.7,2.2,2015,7,12,sun
0,25.6,16.1,3.1,2015,7,13,sun
0,27.8,16.1,3.3,2015,7,14,sun
0,26.1,14.4,3.2,2015,7,15,sun
0,26.1,15,2.8,2015,7,16,sun
0,27.8,13.9,3.3,2015,7,17,sun
0,33.3,17.8,3.4,2015,7,18,sun
0,35,17.2,3.3,2015,7,19,sun
0,26.7,16.7,3.9,2015,7,20,sun
0,23.9,15,2.4,2015,7,21,sun
0,23.9,13.9,2.8,2015,7,22,sun
0,26.1,14.4,1.9,2015,7,23,sun
0.3,22.8,13.3,3.8,2015,7,24,rain
0,21.1,14.4,2.4,2015,7,25,fog
2,22.2,13.9,2.6,2015,7,26,rain
0,23.3,12.2,1.9,2015,7,27,fog
0,27.8,13.9,3.4,2015,7,28,sun
0,32.2,14.4,3.8,2015,7,29,sun
0,34.4,17.2,3.5,2015,7,30,sun
0,34.4,17.8,2.6,2015,7,31,sun
0,33.3,15.6,3.1,2015,8,1,sun
0,30.6,16.1,2,2015,8,2,sun
0,28.3,17.2,2.3,2015,8,3,sun
0,26.1,14.4,2.6,2015,8,4,fog
0,23.3,12.2,3.5,2015,8,5,sun
0,25,15,2.9,2015,8,6,sun
0,28.3,15.6,3.7,2015,8,7,sun
0,25,15.6,3.6,2015,8,8,fog
0,28.3,15,2.2,2015,8,9,sun
0,28.9,16.1,2.4,2015,8,10,sun
0,30,16.7,4.4,2015,8,11,sun
7.6,28.3,16.7,2.7,2015,8,12,rain
0,28.3,15.6,2.2,2015,8,13,sun
30.5,18.3,15,5.2,2015,8,14,rain
0,21.7,13.9,3.7,2015,8,15,sun
0,25,14.4,3.7,2015,8,16,sun
0,27.2,13.9,3,2015,8,17,sun
0,30,15,3,2015,8,18,sun
0,31.7,16.1,2.1,2015,8,19,drizzle
2,22.8,14.4,4.2,2015,8,20,rain
0,22.2,14.4,2.6,2015,8,21,sun
0,26.7,12.2,2.5,2015,8,22,drizzle
0,27.8,13.9,1.8,2015,8,23,drizzle
0,23.9,12.2,2.3,2015,8,24,sun
0,25.6,12.2,3.4,2015,8,25,sun
0,28.3,13.9,1.7,2015,8,26,sun
0,29.4,14.4,2.1,2015,8,27,sun
0.5,23.3,15.6,2.6,2015,8,28,rain
32.5,22.2,13.3,5.8,2015,8,29,rain
10.2,20,12.8,4.7,2015,8,30,rain
0,18.9,16.1,5.8,2015,8,31,sun
5.8,19.4,13.9,5,2015,9,1,rain
0,19.4,11.1,3.8,2015,9,2,sun
0,18.3,10.6,2.9,2015,9,3,sun
0,18.3,10,2.9,2015,9,4,sun
0.3,20.6,8.9,3.5,2015,9,5,rain
5.3,16.1,11.7,2.4,2015,9,6,rain
0.3,21.1,13.3,1.5,2015,9,7,rain
0,22.8,13.3,2.4,2015,9,8,sun
0,24.4,13.9,3.3,2015,9,9,sun
0,25,14.4,3.6,2015,9,10,fog
0,27.2,15,3.1,2015,9,11,sun
0,26.7,14.4,2.1,2015,9,12,sun
0.5,20.6,12.8,3,2015,9,13,rain
0,16.7,10.6,3.4,2015,9,14,sun
0,17.8,10,2.8,2015,9,15,sun
1,20,10,1.9,2015,9,16,rain
1.8,18.3,12.8,3.8,2015,9,17,rain
0,19.4,12.8,2.6,2015,9,18,sun
0,21.1,14.4,4.3,2015,9,19,sun
4.1,22.8,12.2,6.8,2015,9,20,rain
0,18.3,9.4,2.7,2015,9,21,fog
0,18.9,7.8,2,2015,9,22,sun
0,20.6,8.3,1.8,2015,9,23,sun
0,22.2,11.1,2.5,2015,9,24,fog
2,15.6,12.8,2.6,2015,9,25,rain
0,18.3,10,2.7,2015,9,26,sun
0,17.8,7.2,3.8,2015,9,27,sun
0,21.1,9.4,5.1,2015,9,28,sun
0,21.7,8.9,1.9,2015,9,29,sun
0,18.3,10,1.3,2015,9,30,fog
0,21.1,9.4,1.3,2015,10,1,fog
0,15.6,10,2.9,2015,10,2,fog
0,19.4,11.1,4.8,2015,10,3,sun
0,22.8,10,3.7,2015,10,4,sun
0,23.3,9.4,1.6,2015,10,5,sun
0,18.3,10,2.6,2015,10,6,drizzle
9.9,16.1,13.9,2.2,2015,10,7,rain
0,18.9,13.3,1.1,2015,10,8,fog
0.3,19.4,12.2,2.6,2015,10,9,rain
28.7,21.1,13.3,4.7,2015,10,10,rain
0,17.8,10.6,2.6,2015,10,11,sun
4.6,18.3,10.6,2.8,2015,10,12,rain
1.3,16.7,9.4,3.2,2015,10,13,rain
0,15,10,5,2015,10,14,fog
0,21.1,9.4,3.4,2015,10,15,fog
0,20,8.9,1.3,2015,10,16,sun
0.3,19.4,11.7,1.3,2015,10,17,rain
3.8,15,12.8,2,2015,10,18,rain
0.3,17.2,12.2,2.6,2015,10,19,rain
0,17.8,10.6,1.8,2015,10,20,fog
0,16.1,8.3,1.3,2015,10,21,fog
0,16.1,8.9,2.7,2015,10,22,fog
0,12.8,7.2,2.6,2015,10,23,fog
0,15,8.9,2.9,2015,10,24,fog
8.9,19.4,8.9,3.4,2015,10,25,rain
6.9,12.2,10,4.6,2015,10,26,rain
0,16.1,7.8,1.7,2015,10,27,fog
3.3,13.9,11.1,2.8,2015,10,28,rain
1.8,15,12.2,4.7,2015,10,29,rain
19.3,17.2,11.7,6.7,2015,10,30,rain
33,15.6,11.7,7.2,2015,10,31,rain
26.2,12.2,8.9,6,2015,11,1,rain
0.3,11.1,7.2,2.8,2015,11,2,rain
0.8,10.6,5,1.4,2015,11,3,rain
0,10,3.3,2.2,2015,11,4,sun
1.3,11.7,7.8,2.3,2015,11,5,rain
0,15.6,8.3,2.7,2015,11,6,fog
12.7,12.2,9.4,3,2015,11,7,rain
6.6,11.1,7.8,1.8,2015,11,8,rain
3.3,10,5,1.3,2015,11,9,rain
1.3,11.1,3.9,3.9,2015,11,10,rain
1.5,11.1,6.1,4.6,2015,11,11,rain
9.9,11.1,5,5.1,2015,11,12,rain
33.5,13.3,9.4,6.5,2015,11,13,rain
47.2,9.4,6.1,4.5,2015,11,14,rain
22.4,8.9,2.2,4.1,2015,11,15,rain
2,8.9,1.7,4,2015,11,16,rain
29.5,13.3,6.7,8,2015,11,17,rain
1.5,8.9,3.3,3.8,2015,11,18,rain
2,8.9,2.8,4.2,2015,11,19,rain
0,8.3,0.6,4,2015,11,20,fog
0,8.9,0.6,4.7,2015,11,21,sun
0,10,1.7,3.1,2015,11,22,fog
3,6.7,0,1.3,2015,11,23,rain
7.1,6.7,2.8,4.5,2015,11,24,rain
0,7.2,0,5.7,2015,11,25,sun
0,9.4,-1,4.3,2015,11,26,sun
0,9.4,-1.6,3,2015,11,27,sun
0,7.2,-2.7,1,2015,11,28,sun
0,1.7,-2.1,0.9,2015,11,29,fog
0.5,5.6,-3.8,1.7,2015,11,30,rain
12.2,10,3.9,3.5,2015,12,1,rain
2.5,10.6,4.4,5,2015,12,2,rain
12.7,15.6,7.8,5.9,2015,12,3,rain
2,10.6,6.1,4.7,2015,12,4,rain
15.7,10,6.1,4,2015,12,5,rain
11.2,12.8,7.2,5.9,2015,12,6,rain
27.4,11.1,8.3,3.4,2015,12,7,rain
54.1,15.6,10,6.2,2015,12,8,rain
13.5,12.2,7.8,6.3,2015,12,9,rain
9.4,11.7,6.1,7.5,2015,12,10,rain
0.3,9.4,4.4,2.8,2015,12,11,rain
16,8.9,5.6,5.6,2015,12,12,rain
1.3,7.8,6.1,6.1,2015,12,13,rain
0,7.8,1.7,1.7,2015,12,14,sun
1.5,6.7,1.1,2.9,2015,12,15,rain
3.6,6.1,2.8,2.3,2015,12,16,rain
21.8,6.7,3.9,6,2015,12,17,rain
18.5,8.9,4.4,5.1,2015,12,18,rain
0,8.3,2.8,4.1,2015,12,19,fog
4.3,7.8,4.4,6.7,2015,12,20,rain
27.4,5.6,2.8,4.3,2015,12,21,rain
4.6,7.8,2.8,5,2015,12,22,rain
6.1,5,2.8,7.6,2015,12,23,rain
2.5,5.6,2.2,4.3,2015,12,24,rain
5.8,5,2.2,1.5,2015,12,25,rain
0,4.4,0,2.5,2015,12,26,sun
8.6,4.4,1.7,2.9,2015,12,27,rain
1.5,5,1.7,1.3,2015,12,28,rain
0,7.2,0.6,2.6,2015,12,29,fog
0,5.6,-1,3.4,2015,12,30,sun
0,5.6,-2.1,3.5,2015,12,31,sun
